student_name,age,college_name,place,degree,qualification,skills_offered,skills_wanted,experience_level,learning_goal,preferred_learning_style,availability_days,availability_times,weekly_commitment_hours,swap_history_count,average_rating,response_rate,reliability_score,domain_interest,tech_stack_familiarity,project_interest_area
Sai Khan,24,Anna University,Chennai,B.Com,Postgraduate,"[""Public Speaking"", ""Docker"", ""React"", ""Photography""]","[""Public Speaking"", ""Digital Marketing"", ""C++"", ""Data Analysis""]",Beginner,Freelancing,Mixed,Both,Night,10,3,3.5,0.97,1.0,Data Science,"[""Java"", ""Canva"", ""Python"", ""SQL""]",Freelancing
Vihaan Mukherjee,22,VIT Vellore,Bhopal,M.Tech,Graduate,"[""Figma"", ""CSS""]","[""Illustrator"", ""Deep Learning""]",Expert,Prepare for job,Group sessions,Both,Afternoon,12,16,3.2,0.82,0.62,Software,"[""JavaScript"", ""Node.js""]",Open Source
Aditya Khan,21,Christ University,Kolkata,BA,Postgraduate,"[""Public Speaking"", ""Kubernetes"", ""Machine Learning"", ""React"", ""Digital Marketing""]","[""SQL"", ""Public Speaking"", ""Digital Marketing""]",Beginner,Learn new language,Mixed,Weekends,Afternoon,19,24,4.8,0.59,0.46,Software,"[""PowerBI"", ""Django""]",Competitions
Vivaan Gupta,25,Mumbai University,Kochi,B.Com,Postgraduate,"[""Canva"", ""Photography"", ""SQL"", ""Git""]","[""C++"", ""Docker"", ""Excel"", ""Java""]",Beginner,Freelancing,1:1,Both,Morning,9,1,4.5,0.61,0.0,AI/ML,"[""PowerBI"", ""Flask"", ""AWS"", ""TensorFlow""]",Hackathons
Eva Verma,21,VIT Vellore,Pune,B.Com,12th Pass,"[""Machine Learning"", ""Canva""]","[""HTML"", ""SQL"", ""SEO"", ""Git""]",Beginner,Hackathon prep,Mixed,Weekends,Night,2,12,3.3,0.69,0.75,Software,"[""SQL"", ""Java""]",Hackathons
Eva Saha,28,Pune University,Kochi,B.Sc,Graduate,"[""Deep Learning"", ""Kubernetes"", ""C++"", ""HTML""]","[""React"", ""Python"", ""Docker"", ""Kubernetes""]",Expert,Hackathon prep,Mixed,Weekends,Evening,4,9,3.9,0.65,0.56,Marketing,"[""PowerBI"", ""Java"", ""Django"", ""Tableau""]",Competitions
Aaradhya Jain,18,NIT Trichy,Mumbai,B.Com,Postgraduate,"[""Excel"", ""CSS"", ""Graphic Design"", ""Photoshop""]","[""Data Analysis"", ""Docker""]",Expert,Crack internship,Group sessions,Both,Afternoon,16,6,3.8,0.81,0.83,Cybersecurity,"[""Django"", ""MongoDB"", ""PyTorch"", ""GCP""]",Academic
Sara Malhotra,26,BITS Pilani,Hyderabad,MA,Graduate,"[""Illustrator"", ""NoSQL""]","[""Public Speaking"", ""NoSQL""]",Expert,Academic research,Async exchange,Weekdays,Morning,12,17,3.9,0.6,0.12,Business,"[""PyTorch"", ""Java""]",Startups
Muhammad Ghosh,25,IIT Delhi,Bengaluru,M.Sc,Graduate,"[""Canva"", ""Video Editing"", ""Data Analysis"", ""Figma"", ""PowerPoint""]","[""Git"", ""Deep Learning""]",Intermediate,Academic research,1:1,Weekends,Night,12,4,4.6,0.97,1.0,Design,"[""Flask"", ""Canva""]",Freelancing
Anika Ghosh,25,Mumbai University,Kochi,M.Tech,Graduate,"[""Video Editing"", ""Git"", ""Docker"", ""SEO""]","[""NoSQL"", ""Graphic Design"", ""SEO""]",Expert,Crack internship,Async exchange,Both,Night,6,21,3.9,0.72,0.57,Content Writing,"[""TensorFlow""]",Open Source
Avni Singh,18,Manipal Institute of Technology,Bengaluru,B.Sc,Graduate,"[""SEO"", ""PowerPoint"", ""React""]","[""Photoshop"", ""Figma"", ""PowerPoint"", ""Machine Learning""]",Expert,Contribute to open-source,Mixed,Both,Evening,6,18,3.9,0.74,1.0,Content Writing,"[""Tableau"", ""Canva"", ""React""]",Freelancing
Arnav Mukherjee,27,IIT Bombay,Mumbai,BBA,Graduate,"[""Video Editing"", ""Figma"", ""Photoshop"", ""Content Writing"", ""Graphic Design""]","[""SEO"", ""React"", ""CSS""]",Beginner,Contribute to open-source,1:1,Weekdays,Afternoon,14,0,3.8,0.53,,Business,"[""GCP"", ""SQL""]",Competitions
Aaradhya Reddy,21,IIT Madras,Delhi,MBA,12th Pass,"[""Graphic Design"", ""Java"", ""HTML"", ""C++""]","[""Photoshop"", ""Deep Learning"", ""Kubernetes""]",Intermediate,Learn new language,Async exchange,Weekdays,Evening,3,7,4.5,0.53,0.14,Cybersecurity,"[""PowerBI""]",Startups
Aarav Gupta,22,Delhi University,Bhopal,BBA,Postgraduate,"[""Kubernetes"", ""Java"", ""Public Speaking"", ""Project Management"", ""Python""]","[""Kubernetes"", ""C++"", ""Illustrator""]",Intermediate,Academic research,1:1,Weekdays,Evening,15,25,3.3,0.57,0.6,Finance,"[""SQL"", ""Python""]",Academic
Avni Das,21,Delhi University,Jaipur,MBA,Postgraduate,"[""HTML"", ""Digital Marketing"", ""React"", ""Angular""]","[""Photography"", ""Digital Marketing"", ""Kubernetes"", ""Angular""]",Intermediate,Learn new language,1:1,Weekdays,Afternoon,20,15,4.0,0.91,0.93,Software,"[""GCP"", ""PowerBI"", ""Java"", ""Flask""]",Startups
Anaya Patel,20,Jadavpur University,Hyderabad,B.Tech,12th Pass,"[""Photoshop"", ""Docker""]","[""React"", ""Photoshop"", ""Figma""]",Beginner,Hackathon prep,Async exchange,Weekends,Afternoon,8,19,3.6,0.83,0.74,Cybersecurity,"[""AWS"", ""PowerBI"", ""Python"", ""PyTorch""]",Open Source
Ira Nair,24,Mumbai University,Lucknow,B.Sc,12th Pass,"[""JavaScript"", ""Photography""]","[""Video Editing"", ""Figma"", ""HTML"", ""Illustrator""]",Intermediate,Hackathon prep,Async exchange,Weekdays,Afternoon,12,25,3.2,0.64,0.72,Design,"[""Python"", ""TensorFlow"", ""Canva""]",Hackathons
Aryan Gupta,28,Jadavpur University,Kolkata,MBA,12th Pass,"[""Photoshop"", ""C++"", ""Illustrator"", ""Canva""]","[""Excel"", ""Deep Learning"", ""React""]",Beginner,Crack internship,1:1,Weekdays,Afternoon,17,22,4.8,0.74,0.14,AI/ML,"[""Azure"", ""Django"", ""Java""]",Competitions
Muhammad Roy,23,IIT Madras,Chennai,B.Tech,Postgraduate,"[""CSS"", ""Digital Marketing"", ""Graphic Design"", ""Photoshop""]","[""Git"", ""Python"", ""HTML""]",Beginner,Academic research,Mixed,Both,Morning,4,21,3.3,0.55,0.71,Business,"[""PyTorch"", ""Python"", ""MongoDB""]",Open Source
Vihaan Roy,26,Jamia Millia Islamia,Chennai,M.Sc,Graduate,"[""NoSQL"", ""Digital Marketing"", ""Project Management"", ""Angular"", ""Public Speaking""]","[""SQL"", ""Digital Marketing"", ""Python"", ""Docker""]",Intermediate,Freelancing,1:1,Both,Night,12,0,4.8,0.78,,Entrepreneurship,"[""GCP"", ""SQL"", ""MongoDB"", ""Node.js""]",Open Source
Vihaan Jain,25,NIT Trichy,Delhi,MBA,Graduate,"[""SQL"", ""Deep Learning"", ""C++""]","[""PowerPoint"", ""Kubernetes"", ""C++"", ""Photography""]",Intermediate,Contribute to open-source,Group sessions,Both,Night,11,7,3.0,0.88,1.0,Content Writing,"[""JavaScript"", ""Node.js""]",Hackathons
Anaya Singh,25,Jadavpur University,Chennai,BA,12th Pass,"[""Photography"", ""SEO"", ""CSS"", ""Kubernetes""]","[""Java"", ""Illustrator""]",Intermediate,Prepare for job,1:1,Weekends,Evening,16,11,4.7,0.75,0.18,Marketing,"[""Django"", ""GCP""]",Startups
Avni Verma,26,Manipal Institute of Technology,Indore,B.Com,Postgraduate,"[""Public Speaking"", ""Canva"", ""Python""]","[""React"", ""Graphic Design"", ""PowerPoint"", ""Content Writing""]",Expert,Freelancing,1:1,Both,Afternoon,18,3,4.8,0.82,0.0,Entrepreneurship,"[""Azure"", ""GCP"", ""Flask"", ""React""]",Academic
Siya Das,22,Pune University,Kochi,MA,Graduate,"[""CSS"", ""Git""]","[""SEO"", ""Machine Learning""]",Beginner,Freelancing,Async exchange,Weekends,Evening,3,30,3.6,0.6,0.67,Content Writing,"[""Canva"", ""Node.js""]",Competitions
Anaya Jain,27,Mumbai University,Bengaluru,BBA,Postgraduate,"[""React"", ""Machine Learning""]","[""Deep Learning"", ""Machine Learning"", ""Graphic Design"", ""Canva""]",Intermediate,Learn new language,Async exchange,Weekdays,Afternoon,20,21,3.9,0.95,0.86,Business,"[""PowerBI"", ""GCP"", ""PyTorch"", ""Node.js""]",Competitions
Vivaan Khan,20,Banaras Hindu University,Chandigarh,M.Sc,Graduate,"[""Project Management"", ""Content Writing"", ""Graphic Design"", ""CSS"", ""Canva""]","[""SEO"", ""Docker"", ""Python""]",Expert,Prepare for job,Group sessions,Both,Evening,15,18,4.8,0.8,0.78,Design,"[""GCP""]",Startups
Muhammad Das,19,Lovely Professional University,Kolkata,M.Tech,12th Pass,"[""Graphic Design"", ""Git"", ""JavaScript""]","[""Video Editing"", ""Java"", ""JavaScript"", ""Content Writing""]",Expert,Build portfolio,Async exchange,Weekdays,Afternoon,13,7,4.6,0.7,0.29,Entrepreneurship,"[""Azure""]",Startups
Eva Jain,27,Jadavpur University,Bhopal,B.Sc,Graduate,"[""Content Writing"", ""CSS"", ""Kubernetes"", ""Digital Marketing""]","[""Machine Learning"", ""HTML"", ""Python"", ""Public Speaking""]",Intermediate,Crack internship,Async exchange,Both,Evening,15,19,3.8,0.99,0.11,Entrepreneurship,"[""Azure"", ""Tableau""]",Competitions
Arnav Gupta,26,Christ University,Delhi,M.Sc,Postgraduate,"[""JavaScript"", ""Data Analysis"", ""Video Editing"", ""Public Speaking"", ""Angular""]","[""CSS"", ""Digital Marketing"", ""NoSQL"", ""Figma""]",Beginner,Build portfolio,Group sessions,Both,Afternoon,7,23,4.3,0.98,1.0,Data Science,"[""Node.js""]",Competitions
Anika Nair,19,Manipal Institute of Technology,Hyderabad,M.Tech,Postgraduate,"[""C++"", ""Deep Learning"", ""Public Speaking""]","[""Photography"", ""Public Speaking"", ""Figma"", ""PowerPoint""]",Intermediate,Build portfolio,Async exchange,Weekdays,Morning,3,25,4.4,0.55,0.08,Finance,"[""PyTorch""]",Freelancing
Arjun Joshi,20,Delhi University,Indore,B.Tech,12th Pass,"[""Photoshop"", ""Illustrator"", ""Content Writing"", ""Public Speaking""]","[""CSS"", ""Kubernetes"", ""Photography""]",Expert,Academic research,1:1,Weekends,Evening,12,8,3.9,0.53,0.62,Software,"[""TensorFlow"", ""Java"", ""PowerBI""]",Hackathons
Eva Mishra,22,VIT Vellore,Hyderabad,B.Com,Graduate,"[""HTML"", ""SEO"", ""PowerPoint"", ""Machine Learning"", ""Public Speaking""]","[""PowerPoint"", ""Git"", ""React"", ""Photography""]",Expert,Prepare for job,1:1,Weekdays,Night,9,17,4.1,0.98,0.12,Cybersecurity,"[""Azure"", ""AWS""]",Open Source
Sai Ghosh,27,Mumbai University,Pune,M.Tech,Postgraduate,"[""Illustrator"", ""Graphic Design""]","[""Git"", ""Excel""]",Intermediate,Prepare for job,1:1,Both,Afternoon,18,7,4.9,0.65,0.14,Business,"[""Tableau""]",Academic
Vihaan Patel,19,Christ University,Mumbai,B.Tech,Graduate,"[""JavaScript"", ""Data Analysis""]","[""Kubernetes"", ""PowerPoint""]",Intermediate,Freelancing,1:1,Both,Evening,4,20,4.3,0.82,0.55,AI/ML,"[""MongoDB"", ""Java""]",Startups
Anika Verma,26,IIT Madras,Delhi,M.Sc,12th Pass,"[""JavaScript"", ""Machine Learning"", ""Graphic Design"", ""Excel""]","[""HTML"", ""Docker"", ""SQL""]",Intermediate,Build portfolio,Mixed,Weekends,Evening,3,30,3.7,0.6,0.17,Cybersecurity,"[""Django"", ""SQL"", ""MongoDB"", ""AWS""]",Open Source
Eva Gupta,22,Anna University,Kochi,M.Sc,12th Pass,"[""Docker"", ""Figma"", ""SQL"", ""Kubernetes""]","[""Figma"", ""Java""]",Intermediate,Freelancing,Mixed,Weekends,Night,9,2,3.7,0.92,0.0,AI/ML,"[""TensorFlow"", ""MongoDB""]",Freelancing
Aditya Reddy,20,Banaras Hindu University,Hyderabad,B.Sc,Graduate,"[""Deep Learning"", ""Kubernetes"", ""NoSQL""]","[""Python"", ""Docker"", ""Photography"", ""Figma""]",Beginner,Crack internship,1:1,Weekends,Morning,10,6,4.4,0.83,0.5,Entrepreneurship,"[""Python"", ""TensorFlow"", ""Azure""]",Startups
Vivaan Kapoor,23,Christ University,Lucknow,M.Tech,12th Pass,"[""Python"", ""Deep Learning"", ""Data Analysis"", ""JavaScript"", ""Public Speaking""]","[""Project Management"", ""Data Analysis"", ""Video Editing"", ""Graphic Design""]",Expert,Build portfolio,Group sessions,Weekdays,Morning,7,3,3.6,0.96,1.0,Software,"[""Java"", ""PowerBI"", ""Node.js"", ""GCP""]",Hackathons
Aadhya Malhotra,23,Calcutta University,Chandigarh,M.Sc,Postgraduate,"[""Data Analysis"", ""Figma""]","[""Digital Marketing"", ""SEO"", ""Photography""]",Intermediate,Learn new language,1:1,Weekdays,Evening,20,29,3.8,0.56,0.9,Data Science,"[""MongoDB""]",Academic
Reyansh Mishra,23,Calcutta University,Lucknow,MA,12th Pass,"[""Video Editing"", ""Content Writing"", ""NoSQL""]","[""Video Editing"", ""Photography"", ""Machine Learning""]",Intermediate,Learn new language,Async exchange,Both,Afternoon,18,20,3.3,0.53,0.5,Software,"[""React"", ""Tableau"", ""Java""]",Open Source
Sai Nair,27,Manipal Institute of Technology,Chandigarh,BA,Graduate,"[""SQL"", ""Kubernetes""]","[""Illustrator"", ""SEO""]",Beginner,Learn new language,Mixed,Both,Afternoon,18,7,3.4,0.79,0.57,Business,"[""Canva"", ""AWS""]",Startups
Aadhya Patel,18,Jamia Millia Islamia,Bengaluru,MBA,12th Pass,"[""Digital Marketing"", ""SQL"", ""Deep Learning"", ""C++"", ""Illustrator""]","[""Git"", ""HTML"", ""Illustrator""]",Expert,Prepare for job,1:1,Weekends,Afternoon,3,25,3.5,0.78,1.0,AI/ML,"[""Flask"", ""Tableau""]",Open Source
Sai Malhotra,20,VIT Vellore,Bhopal,MA,12th Pass,"[""Graphic Design"", ""Video Editing"", ""Digital Marketing""]","[""Photoshop"", ""Photography"", ""React""]",Expert,Prepare for job,Group sessions,Weekdays,Evening,7,22,3.6,0.78,0.86,Data Science,"[""Node.js"", ""PyTorch"", ""React""]",Startups
Avni Malhotra,24,IIT Madras,Jaipur,BBA,Graduate,"[""Figma"", ""Kubernetes""]","[""React"", ""NoSQL"", ""Kubernetes""]",Expert,Contribute to open-source,1:1,Weekdays,Morning,13,27,3.1,0.88,0.96,Entrepreneurship,"[""Python"", ""GCP""]",Freelancing
Avni Gupta,25,Banaras Hindu University,Hyderabad,B.Tech,Graduate,"[""Excel"", ""Illustrator"", ""Content Writing""]","[""Figma"", ""SEO"", ""Deep Learning"", ""Video Editing""]",Expert,Learn new language,1:1,Both,Night,13,23,3.1,0.91,0.78,AI/ML,"[""Django"", ""TensorFlow""]",Startups
Anika Nair,22,NIT Trichy,Lucknow,B.Com,12th Pass,"[""Digital Marketing"", ""Illustrator"", ""Git""]","[""Machine Learning"", ""Project Management"", ""CSS"", ""Java""]",Beginner,Crack internship,Async exchange,Weekends,Afternoon,6,4,3.6,0.96,1.0,Cybersecurity,"[""SQL""]",Startups
Aryan Sharma,23,Lovely Professional University,Bengaluru,B.Com,12th Pass,"[""Git"", ""Figma"", ""Java"", ""Video Editing""]","[""JavaScript"", ""Deep Learning""]",Beginner,Academic research,Async exchange,Weekends,Night,12,16,4.2,0.93,0.56,Cybersecurity,"[""SQL"", ""Python"", ""Node.js"", ""GCP""]",Startups
Sara Singh,18,Lovely Professional University,Chandigarh,B.Sc,Postgraduate,"[""Video Editing"", ""Python"", ""NoSQL"", ""C++"", ""Docker""]","[""Video Editing"", ""Figma"", ""Python"", ""CSS""]",Intermediate,Freelancing,Mixed,Weekends,Afternoon,20,29,4.3,0.53,0.48,Cybersecurity,"[""Canva"", ""SQL""]",Academic
Anika Mishra,23,Banaras Hindu University,Indore,B.Sc,Graduate,"[""Excel"", ""HTML""]","[""SQL"", ""Machine Learning"", ""Content Writing"", ""Public Speaking""]",Beginner,Freelancing,Mixed,Both,Evening,16,9,3.1,0.74,0.89,Content Writing,"[""MongoDB"", ""Tableau""]",Hackathons
Eva Reddy,27,Lovely Professional University,Chennai,MBA,Graduate,"[""Project Management"", ""Digital Marketing"", ""Machine Learning"", ""Figma"", ""Public Speaking""]","[""Canva"", ""Kubernetes"", ""Deep Learning""]",Intermediate,Academic research,Mixed,Weekdays,Evening,6,23,3.6,0.96,0.61,Cybersecurity,"[""PowerBI"", ""Node.js""]",Freelancing
Aarav Singh,26,Osmania University,Bengaluru,B.Com,12th Pass,"[""Canva"", ""Excel"", ""Deep Learning""]","[""SEO"", ""Photography"", ""Kubernetes""]",Expert,Contribute to open-source,Async exchange,Both,Afternoon,2,2,4.1,0.87,1.0,Cybersecurity,"[""React""]",Open Source
Sai Roy,20,SRM University,Lucknow,BA,12th Pass,"[""Docker"", ""Java"", ""Git"", ""Deep Learning""]","[""Data Analysis"", ""Illustrator"", ""JavaScript"", ""NoSQL""]",Expert,Academic research,1:1,Weekdays,Morning,14,17,3.9,0.52,0.35,Software,"[""SQL"", ""Java"", ""React""]",Academic
Aditya Sharma,25,Banaras Hindu University,Hyderabad,B.Com,12th Pass,"[""Public Speaking"", ""Content Writing"", ""SQL""]","[""Data Analysis"", ""PowerPoint"", ""Excel""]",Expert,Contribute to open-source,Mixed,Weekends,Afternoon,11,30,3.4,0.69,1.0,AI/ML,"[""Django""]",Freelancing
Arjun Chatterjee,27,Manipal Institute of Technology,Delhi,MA,Postgraduate,"[""Figma"", ""NoSQL"", ""Digital Marketing""]","[""Project Management"", ""JavaScript""]",Expert,Learn new language,1:1,Weekends,Evening,6,11,3.3,0.58,0.36,Cybersecurity,"[""PyTorch"", ""TensorFlow"", ""Tableau"", ""Java""]",Hackathons
Aadhya Singh,19,Osmania University,Jaipur,M.Sc,Graduate,"[""Project Management"", ""Digital Marketing"", ""Data Analysis"", ""Public Speaking"", ""PowerPoint""]","[""Machine Learning"", ""SEO""]",Beginner,Learn new language,Async exchange,Both,Night,12,14,4.9,0.96,0.36,Design,"[""Canva""]",Hackathons
Arnav Sharma,22,Jadavpur University,Patna,BBA,Graduate,"[""Illustrator"", ""SQL""]","[""Data Analysis"", ""SQL"", ""Graphic Design"", ""HTML""]",Beginner,Freelancing,Mixed,Weekends,Morning,13,22,4.1,0.52,0.0,Software,"[""Django"", ""PowerBI""]",Open Source
Aaradhya Gupta,20,Jamia Millia Islamia,Hyderabad,MBA,12th Pass,"[""Illustrator"", ""SEO"", ""SQL"", ""Project Management""]","[""Illustrator"", ""Docker"", ""Canva"", ""React""]",Intermediate,Contribute to open-source,1:1,Weekends,Morning,14,18,3.6,0.88,0.89,Cybersecurity,"[""Tableau"", ""MongoDB""]",Freelancing
Myra Iyer,20,BITS Pilani,Bhopal,B.Tech,Graduate,"[""Canva"", ""Git"", ""Docker""]","[""Docker"", ""SEO""]",Expert,Academic research,Async exchange,Both,Night,3,26,3.9,0.94,0.73,Cybersecurity,"[""GCP"", ""Django"", ""Azure"", ""TensorFlow""]",Open Source
Siya Reddy,20,Christ University,Lucknow,B.Com,12th Pass,"[""Photoshop"", ""NoSQL""]","[""Angular"", ""Deep Learning"", ""Project Management"", ""Java""]",Expert,Crack internship,Group sessions,Weekends,Evening,3,23,3.8,0.76,0.61,Design,"[""SQL"", ""AWS""]",Startups
Anika Sharma,18,Delhi University,Bengaluru,B.Sc,Postgraduate,"[""Angular"", ""SEO"", ""JavaScript"", ""Project Management"", ""Data Analysis""]","[""SQL"", ""Java""]",Beginner,Learn new language,1:1,Weekdays,Morning,19,10,3.3,0.71,0.9,Marketing,"[""Python"", ""PowerBI"", ""MongoDB"", ""Canva""]",Academic
Ira Kapoor,21,Calcutta University,Bengaluru,B.Com,Postgraduate,"[""Digital Marketing"", ""SQL"", ""HTML""]","[""Video Editing"", ""Deep Learning"", ""Photoshop""]",Intermediate,Freelancing,Group sessions,Weekdays,Night,6,11,3.8,0.69,0.73,AI/ML,"[""Django"", ""PyTorch"", ""JavaScript""]",Competitions
Reyansh Mukherjee,25,NIT Trichy,Chennai,BBA,Postgraduate,"[""Digital Marketing"", ""Data Analysis"", ""Video Editing"", ""Content Writing""]","[""Data Analysis"", ""Figma"", ""React"", ""Video Editing""]",Expert,Build portfolio,Mixed,Weekends,Night,10,16,4.3,0.65,0.5,Business,"[""Canva"", ""TensorFlow"", ""JavaScript"", ""Flask""]",Freelancing
Aaradhya Patel,26,Mumbai University,Patna,M.Sc,Graduate,"[""Photography"", ""JavaScript""]","[""Git"", ""HTML"", ""Illustrator""]",Intermediate,Freelancing,Group sessions,Weekdays,Morning,5,4,3.9,0.73,0.0,Cybersecurity,"[""PyTorch"", ""JavaScript"", ""TensorFlow"", ""Tableau""]",Academic
Ira Mukherjee,22,Delhi University,Patna,B.Com,Postgraduate,"[""Kubernetes"", ""Digital Marketing"", ""Data Analysis"", ""CSS""]","[""NoSQL"", ""Figma"", ""Illustrator""]",Expert,Hackathon prep,Mixed,Weekdays,Morning,17,8,3.3,0.8,0.62,Design,"[""Tableau"", ""React""]",Startups
Eva Verma,24,NIT Trichy,Indore,MBA,Graduate,"[""Angular"", ""C++"", ""Digital Marketing"", ""Docker""]","[""SQL"", ""CSS""]",Intermediate,Freelancing,1:1,Weekdays,Evening,4,29,4.3,0.67,0.34,Entrepreneurship,"[""MongoDB"", ""JavaScript"", ""Python""]",Competitions
Aadhya Verma,28,Amity University,Chandigarh,BBA,12th Pass,"[""Photoshop"", ""Canva"", ""Python""]","[""Angular"", ""Illustrator""]",Intermediate,Learn new language,1:1,Weekends,Afternoon,20,27,4.1,0.53,0.7,Entrepreneurship,"[""TensorFlow"", ""AWS"", ""Node.js""]",Open Source
Anika Khan,18,Jadavpur University,Indore,BBA,12th Pass,"[""Canva"", ""Graphic Design""]","[""Machine Learning"", ""Project Management"", ""Photography"", ""Figma""]",Expert,Contribute to open-source,Async exchange,Weekdays,Morning,17,5,4.5,0.53,0.8,Entrepreneurship,"[""SQL"", ""AWS"", ""PyTorch"", ""Tableau""]",Competitions
Sai Malhotra,27,Lovely Professional University,Lucknow,M.Sc,12th Pass,"[""Excel"", ""Java""]","[""Photography"", ""C++"", ""Git"", ""NoSQL""]",Expert,Prepare for job,Group sessions,Weekdays,Afternoon,7,25,3.8,0.69,0.36,Data Science,"[""MongoDB"", ""Canva"", ""SQL"", ""React""]",Hackathons
Aarav Ghosh,27,Lovely Professional University,Bhopal,B.Com,Graduate,"[""SQL"", ""Photography"", ""CSS"", ""Deep Learning""]","[""SQL"", ""Photography""]",Expert,Freelancing,Async exchange,Both,Evening,14,29,4.9,0.89,0.93,Content Writing,"[""Java"", ""MongoDB"", ""JavaScript"", ""PowerBI""]",Startups
Avni Patel,22,Manipal Institute of Technology,Chandigarh,B.Com,12th Pass,"[""Content Writing"", ""Canva""]","[""Angular"", ""Python""]",Expert,Prepare for job,Mixed,Weekends,Evening,8,5,3.8,0.56,0.4,Finance,"[""Node.js"", ""Django"", ""Java""]",Freelancing
Muhammad Reddy,22,Banaras Hindu University,Kochi,BA,12th Pass,"[""Project Management"", ""Photography""]","[""Docker"", ""Machine Learning""]",Beginner,Hackathon prep,Async exchange,Both,Morning,12,24,4.7,0.79,0.83,Design,"[""Azure"", ""GCP"", ""Node.js""]",Open Source
Aadhya Iyer,26,Jadavpur University,Kolkata,MA,Postgraduate,"[""Digital Marketing"", ""CSS"", ""Excel""]","[""Project Management"", ""HTML""]",Intermediate,Academic research,Async exchange,Both,Morning,16,12,4.8,0.71,0.17,AI/ML,"[""JavaScript"", ""React""]",Academic
Anika Jain,28,Anna University,Jaipur,B.Sc,12th Pass,"[""Photography"", ""Figma"", ""SEO""]","[""NoSQL"", ""Data Analysis""]",Expert,Crack internship,Async exchange,Both,Morning,19,14,5.0,0.92,0.93,Design,"[""Flask"", ""Java"", ""GCP"", ""Node.js""]",Academic
